time,open,high,low,close,tick_volume,spread,real_volume
2022-06-01 09:00:00,5509.732,5520.703,5503.38,5510.309,1127,1,8035
2022-06-01 09:15:00,5510.887,5519.548,5506.267,5516.661,892,1,5370
2022-06-01 09:30:00,5516.083,5527.054,5506.845,5523.012,1052,1,10660
2022-06-01 09:45:00,5523.59,5530.519,5515.506,5515.506,1047,1,6370
2022-06-01 10:00:00,5515.506,5518.971,5499.916,5512.041,1644,1,10225
2022-06-01 10:15:00,5512.041,5536.293,5510.887,5535.716,1394,1,33820
2022-06-01 10:30:00,5535.716,5547.841,5532.251,5534.561,2018,1,14445
2022-06-01 10:45:00,5533.983,5540.335,5525.9,5538.025,1473,1,12505
2022-06-01 11:00:00,5538.603,5568.629,5537.448,5567.474,2248,1,31435
2022-06-01 11:15:00,5566.896,5579.022,5565.164,5574.98,2072,1,15620
2022-06-01 11:30:00,5575.558,5580.177,5563.432,5570.361,1636,1,12900
2022-06-01 11:45:00,5570.938,5590.57,5569.206,5581.909,1687,1,10015
2022-06-01 12:00:00,5582.487,5589.416,5577.867,5579.022,1271,1,29695
2022-06-01 12:15:00,5579.6,5597.499,5579.6,5590.57,1115,1,9250
2022-06-01 12:30:00,5590.57,5598.077,5587.683,5592.303,984,1,10490
2022-06-01 12:45:00,5592.88,5600.387,5591.148,5592.303,799,1,5250
2022-06-01 13:00:00,5592.303,5603.274,5590.57,5599.232,711,1,6190
2022-06-01 13:15:00,5599.232,5600.964,5594.035,5598.077,628,1,3675
2022-06-01 13:30:00,5599.809,5599.809,5590.57,5596.922,624,1,5695
2022-06-01 13:45:00,5596.922,5605.006,5596.922,5602.119,587,1,3895
2022-06-01 14:00:00,5602.119,5606.738,5594.612,5595.767,1013,1,7650
2022-06-01 14:15:00,5595.767,5596.345,5588.838,5589.993,789,1,6475
2022-06-01 14:30:00,5590.57,5594.612,5582.487,5584.219,523,1,3040
2022-06-01 14:45:00,5584.219,5595.767,5580.177,5595.19,778,1,5580
2022-06-01 15:00:00,5595.19,5599.232,5589.416,5594.612,833,1,6305
2022-06-01 15:15:00,5595.19,5599.232,5581.909,5583.641,588,1,4990
2022-06-01 15:30:00,5583.064,5592.303,5582.487,5585.374,483,1,3285
2022-06-01 15:45:00,5585.951,5587.106,5580.177,5581.332,749,1,4850
2022-06-01 16:00:00,5581.332,5584.796,5577.867,5584.796,643,1,4310
2022-06-01 16:15:00,5584.796,5588.838,5582.487,5587.683,426,1,3725
2022-06-01 16:30:00,5588.261,5595.767,5588.261,5595.19,384,1,4065
2022-06-01 16:45:00,5595.767,5598.654,5589.416,5596.345,477,1,2870
2022-06-01 17:00:00,5596.345,5603.274,5595.19,5600.964,423,1,2995
2022-06-01 17:15:00,5600.387,5603.851,5598.654,5602.696,255,1,2305
2022-06-01 17:30:00,5603.274,5607.893,5601.541,5605.583,296,1,1840
2022-06-01 17:45:00,5605.006,5611.358,5605.006,5607.316,354,1,4205
2022-06-02 09:00:00,5576.135,5596.922,5573.825,5591.148,1390,1,8550
2022-06-02 09:15:00,5589.993,5593.458,5576.712,5580.754,881,1,5290
2022-06-02 09:30:00,5580.177,5589.416,5561.7,5566.319,1229,1,7305
2022-06-02 09:45:00,5566.319,5574.403,5558.812,5569.206,1015,1,7955
2022-06-02 10:00:00,5568.629,5592.303,5562.277,5577.867,1477,1,9400
2022-06-02 10:15:00,5579.6,5586.529,5569.206,5585.951,1124,1,7170
2022-06-02 10:30:00,5585.374,5599.809,5573.248,5575.558,1564,1,12505
2022-06-02 10:45:00,5575.558,5595.19,5574.403,5587.683,1057,1,6755
2022-06-02 11:00:00,5587.683,5592.303,5569.783,5570.361,1572,1,9450
2022-06-02 11:15:00,5570.938,5594.612,5570.938,5589.416,1187,1,8975
2022-06-02 11:30:00,5589.993,5595.767,5570.938,5575.558,1349,1,8185
2022-06-02 11:45:00,5574.98,5583.064,5564.009,5572.093,1910,1,13570
2022-06-02 12:00:00,5572.093,5576.135,5565.164,5570.361,1060,1,6655
2022-06-02 12:15:00,5570.361,5579.022,5562.854,5576.135,969,1,6675
2022-06-02 12:30:00,5576.135,5584.219,5572.67,5574.98,648,1,5690
2022-06-02 12:45:00,5574.98,5577.867,5562.854,5567.474,712,1,4310
2022-06-02 13:00:00,5566.896,5570.361,5561.122,5564.009,707,1,4080
2022-06-02 13:15:00,5564.009,5568.051,5561.7,5564.587,356,1,2280
2022-06-02 13:30:00,5564.587,5570.361,5564.009,5568.629,517,1,3185
2022-06-02 13:45:00,5568.629,5569.206,5563.432,5566.319,385,1,2885
2022-06-02 14:00:00,5566.319,5569.783,5556.503,5567.474,697,1,3875
2022-06-02 14:15:00,5566.896,5581.332,5566.319,5577.29,863,1,9325
2022-06-02 14:30:00,5577.29,5589.416,5574.98,5585.374,984,1,8355
2022-06-02 14:45:00,5584.219,5586.529,5580.177,5585.374,637,1,12695
2022-06-02 15:00:00,5584.796,5588.838,5580.754,5582.487,679,1,6400
2022-06-02 15:15:00,5583.641,5587.106,5580.754,5585.374,526,1,3950
2022-06-02 15:30:00,5585.374,5588.261,5580.754,5584.219,436,1,3540
2022-06-02 15:45:00,5584.219,5586.529,5572.093,5576.712,1051,1,6985
2022-06-02 16:00:00,5577.867,5582.487,5576.135,5581.332,393,1,2760
2022-06-02 16:15:00,5581.332,5584.796,5579.6,5581.909,416,1,2755
2022-06-02 16:30:00,5582.487,5582.487,5579.022,5581.332,224,1,1240
2022-06-02 16:45:00,5580.754,5581.909,5570.938,5572.67,536,1,4405
2022-06-02 17:00:00,5573.248,5578.445,5573.248,5577.29,300,1,1835
2022-06-02 17:15:00,5577.29,5580.177,5576.135,5579.022,261,1,1500
2022-06-02 17:30:00,5579.6,5579.6,5573.248,5576.135,333,1,1865
2022-06-02 17:45:00,5576.712,5587.683,5574.98,5587.106,384,1,3885
2022-06-03 09:00:00,5614.822,5614.822,5596.345,5603.851,804,1,4585
2022-06-03 09:15:00,5604.429,5606.161,5596.345,5602.119,663,1,6695
2022-06-03 09:30:00,5603.851,5624.061,5587.106,5621.751,2248,1,13720
2022-06-03 09:45:00,5622.329,5622.906,5597.499,5597.499,1205,1,6970
2022-06-03 10:00:00,5597.499,5598.077,5574.98,5588.261,1785,1,14020
2022-06-03 10:15:00,5588.261,5598.654,5581.909,5585.951,907,1,5865
2022-06-03 10:30:00,5586.529,5589.416,5573.248,5579.022,1141,1,8775
2022-06-03 10:45:00,5579.6,5584.219,5560.545,5566.319,1351,1,11325
2022-06-03 11:00:00,5566.319,5576.712,5564.009,5570.938,909,1,7125
2022-06-03 11:15:00,5570.938,5574.98,5566.319,5573.248,600,1,3935
2022-06-03 11:30:00,5573.248,5578.445,5565.164,5571.516,809,1,4540
2022-06-03 11:45:00,5571.516,5576.135,5566.319,5572.67,1142,1,10650
2022-06-03 12:00:00,5573.248,5592.303,5573.248,5587.106,1373,1,14405
2022-06-03 12:15:00,5586.529,5594.035,5584.796,5585.951,596,1,4270
2022-06-03 12:30:00,5585.374,5587.106,5578.445,5586.529,350,1,2690
2022-06-03 12:45:00,5585.951,5589.416,5583.064,5585.374,289,1,1900
2022-06-03 13:00:00,5585.951,5585.951,5579.022,5579.6,522,1,3175
2022-06-03 13:15:00,5579.6,5583.064,5572.093,5573.825,531,1,3155
2022-06-03 13:30:00,5574.403,5575.558,5566.319,5569.783,348,1,2240
2022-06-03 13:45:00,5569.783,5572.67,5565.741,5566.896,474,1,3400
2022-06-03 14:00:00,5566.896,5567.474,5558.812,5565.164,630,1,4285
2022-06-03 14:15:00,5564.587,5573.825,5564.587,5570.938,431,1,2935
2022-06-03 14:30:00,5572.093,5579.022,5572.093,5574.98,497,1,3370
2022-06-03 14:45:00,5574.403,5577.29,5573.248,5576.135,214,1,2100
2022-06-03 15:00:00,5576.712,5583.064,5573.825,5580.177,594,1,6005
2022-06-03 15:15:00,5579.6,5584.796,5577.29,5577.867,551,1,4230
2022-06-03 15:30:00,5577.29,5581.909,5574.98,5575.558,696,1,6495
2022-06-03 15:45:00,5575.558,5577.867,5565.164,5568.051,656,1,6790
2022-06-03 16:00:00,5567.474,5571.516,5566.896,5569.783,505,1,3280
2022-06-03 16:15:00,5570.361,5570.361,5566.319,5568.051,354,1,4565
2022-06-03 16:30:00,5568.051,5568.629,5559.39,5564.009,579,1,3485
2022-06-03 16:45:00,5564.587,5566.319,5560.545,5561.122,438,1,3305
2022-06-03 17:00:00,5562.277,5566.319,5560.545,5564.009,355,1,2395
2022-06-03 17:15:00,5562.854,5567.474,5561.7,5564.009,187,1,1055
2022-06-03 17:30:00,5564.009,5567.474,5563.432,5564.009,182,1,1250
2022-06-03 17:45:00,5564.009,5565.741,5554.77,5558.235,322,1,3045
2022-06-06 09:00:00,5542.645,5542.645,5525.9,5531.096,1095,1,6500
2022-06-06 09:15:00,5531.096,5540.912,5528.787,5538.025,422,1,2265
2022-06-06 09:30:00,5538.603,5550.729,5538.025,5548.996,764,1,4440
2022-06-06 09:45:00,5548.996,5554.193,5542.645,5550.729,808,1,5230
2022-06-06 10:00:00,5550.729,5551.306,5529.364,5531.674,928,1,5500
2022-06-06 10:15:00,5532.829,5552.461,5530.519,5549.574,816,1,4940
2022-06-06 10:30:00,5550.151,5567.474,5548.996,5566.896,1613,1,25710
2022-06-06 10:45:00,5566.896,5570.938,5555.925,5557.658,1219,1,7895
2022-06-06 11:00:00,5557.08,5573.248,5557.08,5569.783,862,1,5935
2022-06-06 11:15:00,5569.783,5581.332,5565.164,5576.712,1168,1,10710
2022-06-06 11:30:00,5577.29,5586.529,5575.558,5578.445,818,1,7225
2022-06-06 11:45:00,5578.445,5584.796,5573.825,5574.403,850,1,5135
2022-06-06 12:00:00,5574.403,5587.106,5569.783,5579.6,928,1,7115
2022-06-06 12:15:00,5579.6,5592.303,5576.712,5587.683,897,1,5050
2022-06-06 12:30:00,5587.106,5591.725,5581.909,5582.487,502,1,3190
2022-06-06 12:45:00,5582.487,5588.838,5579.6,5583.064,430,1,2570
2022-06-06 13:00:00,5583.641,5584.796,5574.403,5578.445,666,1,3670
2022-06-06 13:15:00,5578.445,5583.064,5576.135,5581.332,381,1,6780
